3.638969062500000000e+05,-3.526130937500000000e+05,3.211606250000000000e+05
3.444832500000000000e+05,-3.337155312500000000e+05,3.040060937500000000e+05
3.450290625000000000e+05,-3.342477500000000000e+05,3.044890625000000000e+05
3.501007812500000000e+05,-3.391638437500000000e+05,3.089669687500000000e+05
3.902936562500000000e+05,-3.782382812500000000e+05,3.444960000000000000e+05
3.445644375000000000e+05,-3.337943437500000000e+05,3.040778750000000000e+05
2.688097187500000000e+05,-2.603528125000000000e+05,2.372030468750000000e+05
3.462958750000000000e+05,-3.354726250000000000e+05,3.056052187500000000e+05
3.933972187500000000e+05,-3.812541562500000000e+05,3.472397500000000000e+05
3.377040000000000000e+05,-3.269032500000000000e+05,2.979359687500000000e+05
3.474237812500000000e+05,-3.365649687500000000e+05,3.066003125000000000e+05
3.450290625000000000e+05,-3.342477500000000000e+05,3.044890625000000000e+05
1.945793281250000000e+05,-1.877278750000000000e+05,1.714064687500000000e+05
3.052141875000000000e+05,-2.948531250000000000e+05,2.689287500000000000e+05
3.627164375000000000e+05,-3.514705312500000000e+05,3.201174375000000000e+05
3.486076875000000000e+05,-3.377170937500000000e+05,3.076490000000000000e+05
3.343947500000000000e+05,-3.236887812500000000e+05,2.950102500000000000e+05
2.756624375000000000e+05,-2.664390625000000000e+05,2.430866250000000000e+05
2.707422812500000000e+05,-2.622320312500000000e+05,2.389110312500000000e+05
6.324271875000000000e+05,-6.124833750000000000e+05,5.581853125000000000e+05
2.179263906250000000e+05,-2.126553750000000000e+05,1.928743593750000000e+05
-2.273787500000000000e+04,2.297217187500000000e+04,-2.060996875000000000e+04
8.355583125000000000e+05,-8.090525625000000000e+05,7.372403125000000000e+05
5.006250625000000000e+05,-4.850755000000000000e+05,4.420561250000000000e+05
5.016358125000000000e+05,-4.860553437500000000e+05,4.429488125000000000e+05
-2.438850000000000000e+04,2.455945312500000000e+04,-2.206026562500000000e+04
8.455778750000000000e+05,-8.187778750000000000e+05,7.460953125000000000e+05
2.187820000000000000e+05,-2.134904843750000000e+05,1.936316562500000000e+05
3.518894687500000000e+05,-3.409534687500000000e+05,3.105521875000000000e+05
3.445118750000000000e+05,-3.337888125000000000e+05,3.040338125000000000e+05
3.393546875000000000e+05,-3.287771562500000000e+05,2.994768125000000000e+05
3.360067187500000000e+05,-3.255215000000000000e+05,2.965184062500000000e+05
3.340015937500000000e+05,-3.235693437500000000e+05,2.947464062500000000e+05
3.329450000000000000e+05,-3.225385000000000000e+05,2.938124062500000000e+05
3.325079062500000000e+05,-3.221096250000000000e+05,2.934258125000000000e+05
3.324885937500000000e+05,-3.220865937500000000e+05,2.934082500000000000e+05
3.327109687500000000e+05,-3.222991562500000000e+05,2.936044375000000000e+05
3.330576875000000000e+05,-3.226327500000000000e+05,2.939104375000000000e+05
3.335289375000000000e+05,-3.230876562500000000e+05,2.943264375000000000e+05
3.340605312500000000e+05,-3.236016250000000000e+05,2.947959062500000000e+05
3.346291250000000000e+05,-3.241520000000000000e+05,2.952980625000000000e+05
3.351784062500000000e+05,-3.246836875000000000e+05,2.957831875000000000e+05
3.357465937500000000e+05,-3.252341562500000000e+05,2.962850625000000000e+05
3.363100937500000000e+05,-3.257803437500000000e+05,2.967828750000000000e+05
3.368486562500000000e+05,-3.263027187500000000e+05,2.972587187500000000e+05
3.373930000000000000e+05,-3.268303750000000000e+05,2.977395312500000000e+05
3.379324062500000000e+05,-3.273537500000000000e+05,2.982162187500000000e+05
3.384516562500000000e+05,-3.278575000000000000e+05,2.986749375000000000e+05
3.389481875000000000e+05,-3.283394062500000000e+05,2.991137187500000000e+05
3.394245000000000000e+05,-3.288015937500000000e+05,2.995345625000000000e+05
3.398520312500000000e+05,-3.292169687500000000e+05,2.999125000000000000e+05
3.402878125000000000e+05,-3.296398750000000000e+05,3.002975625000000000e+05
3.406950625000000000e+05,-3.300354687500000000e+05,3.006575625000000000e+05
3.410618437500000000e+05,-3.303917812500000000e+05,3.009817500000000000e+05
3.414285312500000000e+05,-3.307480312500000000e+05,3.013059062500000000e+05
3.417572187500000000e+05,-3.310671562500000000e+05,3.015962500000000000e+05
3.420655625000000000e+05,-3.313665937500000000e+05,3.018687812500000000e+05
3.423916562500000000e+05,-3.316834062500000000e+05,3.021570937500000000e+05
3.426334062500000000e+05,-3.319184375000000000e+05,3.023708125000000000e+05
3.429213437500000000e+05,-3.321980937500000000e+05,3.026252812500000000e+05
3.431250000000000000e+05,-3.323959375000000000e+05,3.028053750000000000e+05
3.433286875000000000e+05,-3.325937500000000000e+05,3.029854062500000000e+05
3.435500937500000000e+05,-3.328090312500000000e+05,3.031811250000000000e+05
3.437156562500000000e+05,-3.329697500000000000e+05,3.033274375000000000e+05
3.438527812500000000e+05,-3.331031562500000000e+05,3.034486875000000000e+05
3.439980000000000000e+05,-3.332441250000000000e+05,3.035770937500000000e+05
3.441172500000000000e+05,-3.333600312500000000e+05,3.036825937500000000e+05
3.442625312500000000e+05,-3.335010312500000000e+05,3.038109062500000000e+05
3.443615000000000000e+05,-3.335973125000000000e+05,3.038984687500000000e+05
3.444426562500000000e+05,-3.336760937500000000e+05,3.039702500000000000e+05
3.445829375000000000e+05,-3.338125937500000000e+05,3.040942500000000000e+05
3.446647812500000000e+05,-3.338921562500000000e+05,3.041665625000000000e+05
3.447466562500000000e+05,-3.339717812500000000e+05,3.042389687500000000e+05
3.448285000000000000e+05,-3.340513750000000000e+05,3.043112812500000000e+05
3.449103750000000000e+05,-3.341309375000000000e+05,3.043835937500000000e+05
3.449458750000000000e+05,-3.341658125000000000e+05,3.044150937500000000e+05
3.450277187500000000e+05,-3.342454062500000000e+05,3.044874687500000000e+05
3.450454687500000000e+05,-3.342628437500000000e+05,3.045032500000000000e+05
3.450835625000000000e+05,-3.342999687500000000e+05,3.045369375000000000e+05
3.451013750000000000e+05,-3.343174375000000000e+05,3.045527187500000000e+05
3.450551562500000000e+05,-3.342727500000000000e+05,3.045119062500000000e+05
3.450290625000000000e+05,-3.342477500000000000e+05,3.044890625000000000e+05
3.450290625000000000e+05,-3.342477500000000000e+05,3.044890625000000000e+05
3.450087812500000000e+05,-3.342280312500000000e+05,3.044710937500000000e+05
3.450551562500000000e+05,-3.342727500000000000e+05,3.045119062500000000e+05
3.450526250000000000e+05,-3.342705312500000000e+05,3.045097500000000000e+05
3.450988437500000000e+05,-3.343152187500000000e+05,3.045505312500000000e+05
3.451425937500000000e+05,-3.343575937500000000e+05,3.045890937500000000e+05
3.451889375000000000e+05,-3.344022812500000000e+05,3.046299375000000000e+05
3.452326875000000000e+05,-3.344447187500000000e+05,3.046685937500000000e+05
3.453429687500000000e+05,-3.345515312500000000e+05,3.047659375000000000e+05
3.453868125000000000e+05,-3.345940000000000000e+05,3.048045312500000000e+05
3.455230937500000000e+05,-3.347258437500000000e+05,3.049247500000000000e+05
3.456309062500000000e+05,-3.348304687500000000e+05,3.050199687500000000e+05
3.457850937500000000e+05,-3.349797187500000000e+05,3.051559375000000000e+05
3.459213125000000000e+05,-3.351114687500000000e+05,3.052760625000000000e+05
3.460932500000000000e+05,-3.352781875000000000e+05,3.054278437500000000e+05
3.462935625000000000e+05,-3.354720937500000000e+05,3.056046250000000000e+05
3.465117500000000000e+05,-3.356835625000000000e+05,3.057971250000000000e+05
3.467761250000000000e+05,-3.359395625000000000e+05,3.060304687500000000e+05
3.470203125000000000e+05,-3.361760000000000000e+05,3.062458125000000000e+05
3.473487812500000000e+05,-3.364942187500000000e+05,3.065356562500000000e+05
3.476569687500000000e+05,-3.367927187500000000e+05,3.068075937500000000e+05
3.480317500000000000e+05,-3.371556562500000000e+05,3.071382812500000000e+05
3.484242187500000000e+05,-3.375359062500000000e+05,3.074846250000000000e+05
3.488426250000000000e+05,-3.379411875000000000e+05,3.078538125000000000e+05
3.493278125000000000e+05,-3.384110000000000000e+05,3.082818437500000000e+05
3.497841875000000000e+05,-3.388533125000000000e+05,3.086847187500000000e+05
3.503333750000000000e+05,-3.393851562500000000e+05,3.091692812500000000e+05
3.508360937500000000e+05,-3.398722187500000000e+05,3.096129687500000000e+05
3.514258437500000000e+05,-3.404435000000000000e+05,3.101334375000000000e+05
3.519489375000000000e+05,-3.409502812500000000e+05,3.105950000000000000e+05
3.525125625000000000e+05,-3.414964375000000000e+05,3.110925312500000000e+05
3.530122812500000000e+05,-3.419805937500000000e+05,3.115335625000000000e+05
3.535061875000000000e+05,-3.424594062500000000e+05,3.119696875000000000e+05
3.539564062500000000e+05,-3.428958125000000000e+05,3.123671562500000000e+05
3.542528125000000000e+05,-3.431831875000000000e+05,3.126288750000000000e+05
3.544792500000000000e+05,-3.434029687500000000e+05,3.128290312500000000e+05
3.545080937500000000e+05,-3.434313437500000000e+05,3.128547812500000000e+05
3.543801875000000000e+05,-3.433079687500000000e+05,3.127422500000000000e+05
3.539962187500000000e+05,-3.429363125000000000e+05,3.124037187500000000e+05
3.533915000000000000e+05,-3.423508750000000000e+05,3.118703125000000000e+05
3.525661250000000000e+05,-3.415518125000000000e+05,3.111422500000000000e+05
3.515484687500000000e+05,-3.405662500000000000e+05,3.102444375000000000e+05
3.515585000000000000e+05,-3.405787187500000000e+05,3.102553125000000000e+05
3.544054062500000000e+05,-3.433416562500000000e+05,3.127711562500000000e+05
3.568704375000000000e+05,-3.457339062500000000e+05,3.149492812500000000e+05
3.591101562500000000e+05,-3.479078437500000000e+05,3.169282500000000000e+05
3.612054375000000000e+05,-3.499420312500000000e+05,3.187795000000000000e+05
3.633243125000000000e+05,-3.519995312500000000e+05,3.206515625000000000e+05
3.654728437500000000e+05,-3.540868437500000000e+05,3.225498750000000000e+05
3.675974062500000000e+05,-3.561518125000000000e+05,3.244270937500000000e+05
3.694886875000000000e+05,-3.579924687500000000e+05,3.260985312500000000e+05
3.709132500000000000e+05,-3.593817812500000000e+05,3.273575000000000000e+05
3.711693750000000000e+05,-3.596396875000000000e+05,3.275844375000000000e+05
3.692210312500000000e+05,-3.577600625000000000e+05,3.258636875000000000e+05
3.832672187500000000e+05,-3.714144687500000000e+05,3.382910312500000000e+05
3.793385000000000000e+05,-3.675978750000000000e+05,3.348215312500000000e+05
3.745463750000000000e+05,-3.629409375000000000e+05,3.305873437500000000e+05
3.697866250000000000e+05,-3.583147187500000000e+05,3.263808750000000000e+05
3.653762812500000000e+05,-3.540275937500000000e+05,3.224825625000000000e+05
3.616030312500000000e+05,-3.503596250000000000e+05,3.191471250000000000e+05
3.583751875000000000e+05,-3.472212500000000000e+05,3.162932812500000000e+05
3.557580625000000000e+05,-3.446766250000000000e+05,3.139793750000000000e+05
3.535663437500000000e+05,-3.425455312500000000e+05,3.120413750000000000e+05
3.518054687500000000e+05,-3.408331875000000000e+05,3.104841875000000000e+05
3.504525000000000000e+05,-3.395171875000000000e+05,3.092876250000000000e+05
3.493038750000000000e+05,-3.383997500000000000e+05,3.082715312500000000e+05
3.484529062500000000e+05,-3.375720312500000000e+05,3.075188125000000000e+05
3.476781250000000000e+05,-3.368185625000000000e+05,3.068335000000000000e+05
3.471306562500000000e+05,-3.362858750000000000e+05,3.063490625000000000e+05
3.467000000000000000e+05,-3.358670000000000000e+05,3.059680312500000000e+05
3.463741562500000000e+05,-3.355497812500000000e+05,3.056795312500000000e+05
3.460783125000000000e+05,-3.352622812500000000e+05,3.054177812500000000e+05
3.458694062500000000e+05,-3.350589375000000000e+05,3.052327500000000000e+05
3.456782812500000000e+05,-3.348730937500000000e+05,3.050635625000000000e+05
3.455861875000000000e+05,-3.347835000000000000e+05,3.049819687500000000e+05
3.455119062500000000e+05,-3.347114687500000000e+05,3.049161875000000000e+05
3.453735625000000000e+05,-3.345772187500000000e+05,3.047937812500000000e+05
3.453400000000000000e+05,-3.345446562500000000e+05,3.047639062500000000e+05
3.452422500000000000e+05,-3.344497500000000000e+05,3.046773750000000000e+05
3.452029062500000000e+05,-3.344119062500000000e+05,3.046426250000000000e+05
3.452099375000000000e+05,-3.344187812500000000e+05,3.046486562500000000e+05
3.451471875000000000e+05,-3.343581250000000000e+05,3.045931562500000000e+05
3.451485000000000000e+05,-3.343596562500000000e+05,3.045943125000000000e+05
3.451320000000000000e+05,-3.343438125000000000e+05,3.045796562500000000e+05
3.450691875000000000e+05,-3.342831250000000000e+05,3.045241875000000000e+05
3.450933750000000000e+05,-3.343066562500000000e+05,3.045454375000000000e+05
3.450128437500000000e+05,-3.342285625000000000e+05,3.044742187500000000e+05
3.450134687500000000e+05,-3.342293437500000000e+05,3.044747812500000000e+05
3.449913437500000000e+05,-3.342081562500000000e+05,3.044552187500000000e+05
3.449335625000000000e+05,-3.341520625000000000e+05,3.044040937500000000e+05
3.448879375000000000e+05,-3.341081250000000000e+05,3.043639062500000000e+05
3.448301875000000000e+05,-3.340520000000000000e+05,3.043127812500000000e+05
3.447668125000000000e+05,-3.339906250000000000e+05,3.042568125000000000e+05
3.447496875000000000e+05,-3.339739375000000000e+05,3.042415625000000000e+05
3.446861562500000000e+05,-3.339125312500000000e+05,3.041855312500000000e+05
3.446051250000000000e+05,-3.338337812500000000e+05,3.041138125000000000e+05
3.444826875000000000e+05,-3.337147812500000000e+05,3.040055625000000000e+05
3.444007500000000000e+05,-3.336351250000000000e+05,3.039331562500000000e+05
3.443367187500000000e+05,-3.335730000000000000e+05,3.038765937500000000e+05
3.442783125000000000e+05,-3.335161250000000000e+05,3.038249375000000000e+05
3.442604687500000000e+05,-3.334986562500000000e+05,3.038091875000000000e+05
3.442604687500000000e+05,-3.334986562500000000e+05,3.038091875000000000e+05
3.442580625000000000e+05,-3.334964687500000000e+05,3.038070312500000000e+05
3.442757500000000000e+05,-3.335138750000000000e+05,3.038227500000000000e+05
3.443399375000000000e+05,-3.335760625000000000e+05,3.038793437500000000e+05
3.444014375000000000e+05,-3.336359062500000000e+05,3.039337812500000000e+05
3.170605312500000000e+05,-3.071980937500000000e+05,2.798513125000000000e+05
3.663603125000000000e+05,-3.550631562500000000e+05,3.234126250000000000e+05
3.977813750000000000e+05,-3.855645312500000000e+05,3.511647500000000000e+05
4.075665312500000000e+05,-3.950511250000000000e+05,3.597932812500000000e+05
4.026523437500000000e+05,-3.902608125000000000e+05,3.554333437500000000e+05
3.399522812500000000e+05,-3.293953125000000000e+05,3.000070000000000000e+05
3.062576250000000000e+05,-2.967052812500000000e+05,2.702402500000000000e+05
2.680795937500000000e+05,-2.596512656250000000e+05,2.365175468750000000e+05
2.490357343750000000e+05,-2.411603750000000000e+05,2.197092500000000000e+05
